compound_id,compound_smiles
CHEMBL3112697,Cc1ccoc1C(=Nc1cccnc1)O
CHEMBL3112698,Cc1ccc(C(=O)Nc2cccnc2)n1C
CHEMBL3112700,Cc1c(cnn1c1ccccc1)C(=Nc1cccnc1)O
CHEMBL3112702,Cc1c(cn(C)n1)C(=Nc1cccnc1)O
CHEMBL3112703,CCn1cc(c(C)n1)C(=Nc1cccnc1)O
CHEMBL3112704,CCc1cc(C(=O)Nc2cccnc2)n(C)n1
CHEMBL311272,Cc1ccc(cc1)NC(=NCCCOc1cccc(c1)CN1CCCCC1)O
CHEMBL311275,c1ccc(cc1)CCCCN1CCN(CC1)c1cccc2c1OCCO2
CHEMBL3112870,C[N+](=c1ccn(cc1)Cc1ccc(CCc2ccc(cc2)Cn2ccc(=[N+]3CCCC3)cc2)cc1)C.[Br-].[Br-]
CHEMBL3112877,C[N+](=c1ccn(cc1)Cc1ccc(cc1)c1ccc(cc1)Cn1ccc(=[N+](C)c2ccc(cc2)Cl)cc1)C.[Br-].[Br-]
CHEMBL3112879,C[N+](=c1ccn(cc1)Cc1ccc(CCCCc2ccc(cc2)Cn2ccc(=[N+](C)c3ccc(cc3)Cl)cc2)cc1)C.[Br-].[Br-]
CHEMBL3113992,c1cc(sc1)S(=O)(=O)N1CCN(CC1)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)O
CHEMBL3114181,COc1ccc(cc1)c1cc(C(=O)NC2CCCCCC2)c(=O)n(Cc2ccc(cc2)F)c1
CHEMBL311420,c1ccc(cc1)C(C1CCCCC1)C(=NCc1cccn1[C@H](CN)C(=NCc1ccc(cc1)CN)O)O
CHEMBL31146,C1CCC(CC1)CCCCCC(=O)c1coc(C2C(Cc3ccccc3CCC(=O)O)C3CCC2O3)n1
CHEMBL3114717,CCC[C@@H](CC[C@H](Cc1ccccc1)N=C([C@H](C(C)C)N=C(N(C)Cc1csc(C(C)C)n1)O)O)N=C(O)OCc1cncs1
CHEMBL3114720,CC(C)[C@@H](C(=N[C@@H](C)CC[C@H](C)N=C(O)OCc1cncs1)O)N=C(N(C)Cc1csc(C(C)C)n1)O
CHEMBL3114723,CC(C)[C@@H](C(=NCCCCN=C(O)OCc1cncs1)O)N=C(N(C)Cc1csc(C(C)C)n1)O
CHEMBL311498,c1cc(c(cc1[C@@H]1[C@H](Cc2c(cc(cc2O1)O)O)O)O)O
CHEMBL31154,C1CCC(CC1)CCCCN=C(c1coc(C2C(Cc3ccccc3CCCC(=O)O)C3CCC2O3)n1)O
CHEMBL311591,CC(C)c1c2cc(C)c(cc2c(C=O)c(c1O)O)c1cc2c(cc1C)c(C(C)C)c(c(c2C=O)O)O
CHEMBL311593,CCCCc1ccnc(c1)[C@H](CC1CCCCC1)NC(=O)c1ccc(cc1)CN
CHEMBL3116433,c1cc(cnc1)NC(=O)c1cc[nH]n1
CHEMBL311734,CC(C)CS(=O)(=O)N[C@@H](CN=C(c1ccc2CN(CCC3CCNCC3)C(=O)c2c1)O)C(=O)O
CHEMBL311969,c1ccc(cc1)CN(Cc1ccccc1)c1ccc2c(c1)C(=NC(CCNC(=N)N)C(=O)N2CCCNC(=N)N)c1ccccc1
CHEMBL311978,C1CCN(CC1)Cc1cccc(c1)OCCCN=C(Nc1cccc(c1)N(=O)=O)O
CHEMBL3120621,CC(=CCC/C(=C/C[C@@]12C[C@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(=C1O)C(=O)c1ccc(c(c1)O)O)C2=O)/C)C
CHEMBL312083,Cc1ccc(cc1)CN1CCN(CCCOc2ccc3c(c4c(nnn4)oc3c2C)O)CC1
CHEMBL312113,CCCCS(=O)(=O)N[C@@H](CNC(=O)c1cc2c(cc(CCC3CCNCC3)s2)s1)C(=O)O
CHEMBL3121473,C[N+](C)(C)CC#CCOC1=NOCC1
CHEMBL3122087,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)[O-].[K+]
CHEMBL3122088,CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-].[K+]
CHEMBL3122150,CCNCc1ccc2c(c1)c1c(CCCN1Cc1ccccc1)c(c1ccc(cc1)Cl)n2
CHEMBL3122151,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[K+]
CHEMBL3122152,CCCCCCCCCCC/C=C\CCCCC(=O)[O-].[K+]
CHEMBL3122153,CCCCCCCC/C=C/CCCCCCCC(=O)[O-].[K+]
CHEMBL3122167,CCN=C(c1ccc2c(c1)c1c(CCCN1)c(c1ccc(cc1)Cl)n2)O
CHEMBL3122168,CCNCc1ccc2c(c1)c1c(CCCN1)c(c1ccc(cc1)Cl)n2
CHEMBL312339,c1ccc2c(c1)C(=O)N(CCCCN1CCN(CC1)c1cccc3c1OCCO3)S2(=O)=O
CHEMBL312360,CCCCCCC(=NCC(=NCC1C(C/C=C/CCCC(=O)O)[C@H]2CCC1O2)S)S
CHEMBL312374,c1ccc(cc1)CC(c1ccccc1)NC(=O)c1cccn1[C@H](CCCCN)C(=NCc1ccc(cc1)CN)O
CHEMBL312396,COc1ccc(cc1)Cn1cccc(c1=O)N=C(C(Cc1ccc(cc1)CC(=O)O)N=C(Cc1cccc2ccccc12)O)O
CHEMBL312419,COc1ccc(cc1)NC(=NCCCOc1cccc(c1)CN1CCCCC1)O
CHEMBL3124953,c1ccc(cc1)[C@](C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)O
CHEMBL3125412,C=CC(=C)CC[C@]1(C)[C@H](C)C[C@@H]([C@@]23C(=C[C@H](C[C@@H]12)OC(=O)/C=C/c1ccccc1)[C@@H](OC(=O)C)O[C@H]3OC(=O)C)O
CHEMBL3125413,CCCCCCCCCC(CC(=O)O[C@H]1C[C@@H](C)[C@@](C)(CCC(=C)C=C)[C@@H]2C[C@H](C=C3[C@@H](OC(=O)C)O[C@H]([C@@]123)OC(=O)C)O)O
CHEMBL3125414,CCCCCCCCCC(CC(=O)O[C@H]1C[C@@H](C)[C@@](C)(C[C@H](C(=C)C=C)O)[C@@H]2C[C@H](C=C3[C@@H](OC(=O)C)O[C@H]([C@@]123)OC(=O)C)O)O
CHEMBL3125415,C[C@@H]1C[C@@H]([C@@]23C(=C[C@@H](C[C@H]2[C@]1(C)CCC1=CCOOC1)O)[C@@H](OC(=O)C)O[C@H]3OC(=O)C)OC(=O)/C=C/c1ccccc1
CHEMBL3125420,C=CC(=C)CC[C@]1(C)[C@H](C)C[C@@H]([C@@]23C(=C[C@@H](C[C@@H]12)O)[C@@H](OC(=O)C)O[C@H]3OC(=O)C)OC(=O)/C=C/c1ccccc1
CHEMBL3125475,CCCN(C(=O)c1cccc(C#Cc2ccc(cc2F)F)c1)C(=N[C@@H](CSCC(C)C)C(=O)O)O
CHEMBL3125476,CCCN(C(=O)c1cccc(C#Cc2ccc(cc2F)F)c1)C(=N[C@@H](CSCc1ccc(cc1)Br)C(=O)O)O
CHEMBL3125527,CC[C@@H](CS(=O)(=O)C(C)(C)C)N1[C@H](c2ccc(cc2)Cl)[C@H](C[C@](C)(CC(=O)O)C1=O)c1cccc(c1)Cl
CHEMBL3125702,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1[C@H](c2ccc(cc2)Cl)[C@H](C[C@](C)(CC(=O)O)C1=O)c1cccc(c1)Cl
CHEMBL312601,C1CCN(CC1)Cc1cccc(c1)OCCCN=C(Nc1ccc(cc1)C(F)(F)F)O
CHEMBL3126112,CN1CCC(CC1)COC(=O)c1cc(c(c2c1OCCO2)N)Cl
CHEMBL3126187,c1ccc(cc1)[C@@](C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)O
CHEMBL3126198,c1ccc(cc1)[C@@](C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)N
CHEMBL312658,c1ccc(cc1)CN(Cc1ccccc1)c1ccc2c(c1)C(=NC(CCN)C(=O)N2CCCN)c1ccccc1
CHEMBL312732,C(=C\CC1C(CN=C(CN=C(CCCCC2CCCCC2)O)O)C2CCC1O2)/CCCC(=O)O
CHEMBL3127512,c1ccc(cc1)S(=O)(=O)CCCCN=C(c1ccc2nccn2c1)O
CHEMBL3127513,c1cc(ccc1CNC(=O)c1cc2ccncc2o1)S(=O)(=O)N1CCN(CC1)C1COC1
CHEMBL3127516,CC(=Nc1ccc(cc1)NC(=O)C1CC1)O
CHEMBL3127517,C1CC1C(=O)Nc1ccc(cc1)N(=O)=O
CHEMBL3127519,c1ccc(cc1)[C@@H]1C[C@H]1C(=O)N=c1cc[nH]cc1
CHEMBL312783,COc1ccc(cc1)COc1ccccc1c1cc(CO)on1
CHEMBL312817,c1ccc2c(c1)cccc2P(=O)(O)O
CHEMBL312873,CC(C)(C)c1cc(NC(=Nc2cccc3ccccc23)O)n(c2ccccc2)n1
CHEMBL312895,CC(C)(C)c1cc(NC(=Nc2ccccc2)O)n(c2ccc(cc2)OC)n1
CHEMBL312935,CCOc1ccccc1OCCNC1CCN(CC1)c1c(cccn1)C(=O)N(C)C
CHEMBL313060,COc1ccc(c(c1)OC)NC(=NCCCOc1cccc(c1)CN1CCCCC1)O
CHEMBL313066,COc1ccc(cc1)COc1ccccc1c1cc(CCO)on1
CHEMBL313157,CCOc1ccccc1N1CCN(CCCNc2c(cccn2)C(=O)N(C)C)CC1
CHEMBL313176,CCOCCS(=O)(=O)N[C@@H](CN=C(c1ccc2CN(CCC3CCNCC3)C(=O)c2c1)O)C(=O)O
CHEMBL313200,CCCN(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c1c(cccn1)CO
CHEMBL313202,CC(C)(C)c1cc(NC(=Nc2ccccn2)O)n(c2ccccc2)n1
CHEMBL313222,CCCCc1nn(CCCc2ccccc2)c(=O)n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1
CHEMBL313227,CC[C@H]1[C@@H](Cc2cncn2C)CSC1=O
CHEMBL313244,Cc1cc(=O)oc2cc(c(cc12)O)O
CHEMBL313301,CN(C)CCc1cnc(c2cccc(c2)Br)[nH]1
CHEMBL313327,COC(=O)[C@@]12CCCN2C(=O)[C@](CC1)(Cc1ccc2ccccc2c1)N=C(O)OCc1ccccc1
CHEMBL31334,C1CCC(CC1)N=C(c1coc(C2C(Cc3ccccc3CCC(=O)O)C3CCC2O3)n1)O
CHEMBL31335,CCOC(=O)C(C)(C)NCC(COc1ccccc1C(=O)OC)O
CHEMBL313362,CCCCN(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c1c(C)cccn1
CHEMBL313371,CCCCc1nn(CCc2ccccc2)c(=O)n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1
CHEMBL3133807,CCOC(=Nc1cc(c2ccc(C)c(c2)NS(=O)(=O)C)nn2c(C)nnc12)O
CHEMBL3133808,Cc1nnc2c(cc(c3ccccc3)nn12)N=C(O)OC(C)(C)C
CHEMBL3133889,c1ccc2c(c1)ncn2CCC(=O)O
CHEMBL3133890,c1ccc2c(c1)nnn2CCC(=O)O
CHEMBL3133891,c1ccc2c(c1)nc(CCn1cncn1)[nH]2
CHEMBL3133892,c1ccc2c(c1)nc(CCn1c3ccccc3nn1)[nH]2
CHEMBL3134126,C1CCN(CC1)CCc1ccc(cc1)N1CCC(CC1)N1CCCC1
CHEMBL3134131,C1CCN(C1)CCc1ccc(cc1)N1CCC(CC1)N1CCCC1
CHEMBL3134132,C1CCN(CC1)C1CCN(CC1)c1ccc(cc1)CCN1CCCC1
CHEMBL3134133,C1CCN(C1)Cc1ccc(cc1)N1CCC(CC1)N1CCCC1
CHEMBL3134134,C1CCN(C1)CCCc1ccc(cc1)N1CCC(CC1)N1CCCC1
CHEMBL3134135,C1CCN(C1)CCc1cccc(c1)N1CCC(CC1)N1CCCC1
CHEMBL3134138,C1CCN(C1)C1CCN(CC1)c1ccc(cc1)CCC(=O)N1CCCC1
CHEMBL3134141,c1ccc(cc1)N1CCC(CC1)N1CCCC1
CHEMBL3134146,C1CCN(C1)C1CCN(CC1)c1ccc(cc1)CCN1CC(C1)(CO)CO
CHEMBL313417,c1cc(ccc1c1c(c2ccncc2)n2CCSc2n1)F
CHEMBL313528,CSc1nc(=N)nc([nH]1)SCCN1CCOCC1
CHEMBL31354,COc1ccccc1N1CCN(CC1)CCN(c1ccccn1)C(=O)C1CCCCC1
CHEMBL313739,COc1ccc(cc1)COc1ccc(cc1C1=NOC(C1)C(=O)OC)Br
CHEMBL3137743,Cc1cc(ccc1N(=O)=O)OP(=O)(O[14CH3])O[14CH3]
CHEMBL313775,Cc1c2c(c(cnc2n(C)n1)C(=NC)O)NCCCN1CCN(CC1)c1ccccc1OCC(F)(F)F
CHEMBL313803,C1CCC(CC1)CCOCCCc1cnc[nH]1.C(=C\C(=O)O)\C(=O)O
CHEMBL313867,Cc1cc(C)nc(n1)O[C@H](C(=O)O)[C@]1(c2ccccc2)c2ccccc2N(CC(=O)O)C(=O)CN1
CHEMBL313871,CCCc1cc(ccc1OC(c1ccc2c(c1)OCO2)C(=O)[N-]S(=O)(=O)c1ccc(cc1)C(C)C)C(=O)[O-].[K+].[K+]
CHEMBL313919,CCCCSC(=O)C1CC(=NC(=O)C1)O
CHEMBL31392,CCOC(=O)CNCC(COc1ccccc1)O
CHEMBL3139629,c1ccnc(c1)N1CCN(CC1)C(=O)C1(CCCN(C1)C(=O)c1cnccc1C(F)(F)F)Oc1ccc(cc1)C(F)(F)F
CHEMBL313965,C1CCC(CC1)NS(=O)(=O)c1ccccc1
CHEMBL313987,c1cc(cc(c1)C(=N)O)c1cnc([nH]1)SCCc1cnc[nH]1
CHEMBL3140084,CCCCCCC[N+](CC)(CC)CC#Cc1ccc(cc1)Cl
CHEMBL314023,CC(C)(C)c1cc(NC(=Nc2ccccc2)O)n(c2ccccc2)n1
CHEMBL3140272,C(CCC(=NS(=O)(=O)NC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)O)O)C[C@H]1[C@@H]2[C@H](CS1)N=C(N2)O
CHEMBL31410,COC(=O)[C@H]1[C@H]2C[C@H]3c4c(CCN3C[C@@H]2CC[C@@H]1O)c1ccccc1[nH]4
CHEMBL31411,CCOC(=O)CCNCC(COc1ccc(cc1)Cl)O
CHEMBL314114,CN(C)C(=O)c1cccnc1NCCCN1CCN(CC1)c1ccccc1C(F)(F)F
CHEMBL31416,COC(=O)CCc1ccc(cc1)OCC(CNCc1ccccc1)O
CHEMBL3142167,CC(=O)N1CCC[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](Cc1cnc[nH]1)C(=N[C@@H](Cc1ccccc1)CN[C@@H](Cc1ccccc1)C(=N)O)O)O)O
CHEMBL3142173,c1ccc2CN([C@@H](Cc2c1)C(=O)N1C2CCCCC2C[C@H]1C(=N[C@@H](CCCNC(=N)N)C(=O)O)O)C(=O)[C@H](Cc1cccs1)N=C(CCCCNC(=N)N)O
CHEMBL3142174,C(CCC(=N[C@@H](Cc1cccs1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=N[C@@H](CCCNC(=N)N)C(=O)O)O)O)CCNC(=N)N
CHEMBL3142190,c1ccc(cc1)C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=N[C@@H](CCCNC(=N)N)C(=O)O)O)N=C(CCCN)O
CHEMBL3142191,c1ccc2CN([C@@H](Cc2c1)C(=O)N1C2CCCCC2C[C@H]1C(=N[C@@H](CCCNC(=N)N)C(=O)O)O)C(=O)[C@H](Cc1cccs1)N=C(CCCN)O
CHEMBL3142192,C(CCCCC(=N[C@@H](Cc1cccs1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=N[C@@H](CCCNC(=N)N)C(=O)O)O)O)CCCCN
CHEMBL314228,Cc1ccc(cc1C)n1c(cc(C(C)(C)C)n1)NC(=Nc1ccccc1)O
CHEMBL3142416,c1ccc(cc1)CCC(=N[C@@H]1CCN=C([C@H]2Cc3ccccc3CN2C(=O)[C@@H]2CC3CCCCC3N2C(=N[C@@H](CCCNC(=N)N)C(=NCCC1=O)O)O)O)O
CHEMBL3142535,Cc1cc(cc(C)c1C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=N[C@@H](CCCCN=C(C)O)C(=O)O)O)N)O
CHEMBL3142536,Cc1cc(cc(C)c1C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=N[C@H](CCCCN=C(C)O)C(=O)O)O)N)O
CHEMBL314255,C=CCC1C=C(C)CCOC(=O)OC(=O)CCCCC(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H](CCc2cccnc2)[C@H](C)CCC1=O
CHEMBL314278,CC(C)(C)c1cc(NC(=Nc2ccccc2)O)n(c2ccncc2)n1
CHEMBL3142993,c1cc(cc(c1)N)COC(=N[C@@H](Cc1ccc(cc1)OP(=O)(O)O)C(=N[C@@H](Cc1ccc(cc1)O)C(=N[C@@H](CC(=N)O)C(=N)O)O)O)O
CHEMBL3142999,C[C@](Cc1ccc(cc1)OP(=O)(O)O)(C(=N[C@@H](CC(=N)O)C(=N)O)O)N=C([C@H](Cc1ccc(cc1)OP(=O)(O)O)N=C(O)OCc1cccc(c1)N)O
CHEMBL3143002,C[C@](Cc1ccc(cc1)C(=O)O)(C(=N[C@@H](CC(=N)O)C(=N)O)O)N=C([C@H](Cc1ccc(cc1)OP(=O)(O)O)N=C(O)OCc1cccc(c1)N)O
CHEMBL3143003,C[C@](Cc1ccc(cc1)CC(=O)O)(C(=N[C@@H](CC(=N)O)C(=N)O)O)N=C([C@H](Cc1ccc(cc1)OP(=O)(O)O)N=C(O)OCc1cccc(c1)N)O
CHEMBL3143004,C[C@](Cc1ccc(cc1)O)(C(=N[C@@H](CC(=N)O)C(=N)O)O)N=C([C@H](Cc1ccc(cc1)OP(=O)(O)O)N=C(O)OCc1cccc(c1)N)O
CHEMBL3143006,c1cc(cc(c1)N)COC(=N[C@@H](Cc1ccc(cc1)OP(=O)(O)O)C(=N[C@@H](Cc1ccc(cc1)OP(=O)(O)O)C(=N[C@@H](CC(=N)O)C(=N)O)O)O)O
CHEMBL314319,CCCCN(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c1c(cccn1)OP(=O)(O)O
CHEMBL3143671,Cc1nc(c2c(n1)n(cn2)[C@H]1C[C@@H]([C@@H](COP(=O)(O)O)O1)OP(=O)(O)O)NC
CHEMBL3143756,Cc1cc(cc(C)c1C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](CCCCN=C(O)OCc1ccccc1)C(=N)O)O)O)N)O
CHEMBL3143757,Cc1cc(cc(C)c1C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=N[C@@H](Cc1ccccc1)C(=N[C@@H](CCCCN=C(O)OCc1ccccc1)C(=O)O)O)O)N)O
CHEMBL3144209,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccccc1)N=C([C@@H](Cc1cn(c2ccccc12)C(=O)CCCCCCN)N=C(C[C@H]1C(=O)N2C3CCC(CC3)[C@H]2C(=N1)O)O)O
CHEMBL3144210,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccccc1)N=C([C@@H](Cc1cn(c2ccccc12)C(=O)OCCCCCCN)N=C(C[C@H]1C(=O)N2C3CCC(CC3)[C@H]2C(=N1)O)O)O
CHEMBL3144339,CCCCCCCC(=O)n1cc(C[C@H](C(=N[C@@H](Cc2ccccc2)C(=O)N(C)Cc2ccccc2)O)N=C(C[C@H]2C(=O)N3C4CCC(CC4)[C@H]3C(=N2)O)O)c2ccccc12
CHEMBL3144340,CC(=O)n1cc(C[C@H](C(=N[C@@H](Cc2ccccc2)C(=O)N(C)Cc2ccccc2)O)N=C(C[C@H]2C(=O)N3C4CCC(CC4)[C@H]3C(=N2)O)O)c2ccccc12
CHEMBL3144343,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccccc1)N=C([C@@H](Cc1cn(C=O)c2ccccc12)N=C(C[C@H]1C(=O)N2C3CCC(CC3)[C@H]2C(=N1)O)O)O
CHEMBL3144347,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccccc1)N=C([C@@H](Cc1cn(c2ccccc12)C(=O)OC)N=C(C[C@H]1C(=O)N2C3CCC(CC3)[C@H]2C(=N1)O)O)O
CHEMBL3144348,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccccc1)N=C([C@@H](Cc1cn(c2ccccc12)C(=O)OCc1ccccc1)N=C(C[C@H]1C(=O)N2C3CCC(CC3)[C@H]2C(=N1)O)O)O
CHEMBL3144349,CC(C)(C)OC(=O)n1cc(C[C@H](C(=N[C@@H](Cc2ccccc2)C(=O)N(C)Cc2ccccc2)O)N=C(C[C@H]2C(=O)N3C4CCC(CC4)[C@H]3C(=N2)O)O)c2ccccc12
CHEMBL3144351,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccccc1)N=C([C@@H](Cc1cn(c2ccccc12)C(=O)CCC(=O)O)N=C(C[C@H]1C(=O)N2C3CCC(CC3)[C@H]2C(=N1)O)O)O
CHEMBL3144352,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccccc1)N=C([C@@H](Cc1c[nH]c2ccccc12)N=C(C[C@H]1C(=O)N2C3CCC(CC3)[C@H]2C(=N1)O)O)O
CHEMBL3144353,Cn1cc(C[C@H](C(=N[C@@H](Cc2ccccc2)C(=O)N(C)Cc2ccccc2)O)N=C(C[C@H]2C(=O)N3C4CCC(CC4)[C@H]3C(=N2)O)O)c2ccccc12
CHEMBL314438,CN(C)CCc1cnc(c2cccc(c2)C(F)(F)F)[nH]1
CHEMBL314456,CC(=N[C@@]1(CC[C@]2(CCCN2C1=O)C(=O)OC)Cc1ccc2ccccc2c1)O
CHEMBL3144739,COc1ccc(cc1)n1c(=O)c2cnc3ccccc3c2[nH]1
CHEMBL314483,CCO[C@@H](Cc1ccc(cc1)OCC=C(c1ccccc1)c1ccccc1)C(=O)O
CHEMBL31450,C=COC(=O)c1cccc(c1)OCC(CNC(C)C)O
CHEMBL314505,CCCN(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c1c(cccn1)C(=O)C
CHEMBL314539,CCCn1c2c(c(=O)n(CCC)c1=O)nc(C1CCC(C1)OC(=O)c1cccc(c1)S(=O)(=O)F)[nH]2
CHEMBL314578,CCCCN(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c1c(cccn1)O
CHEMBL314614,c1cc(ccc1c1cnc([nH]1)SCCc1cnc[nH]1)Cl
CHEMBL314622,c1cc(sc1)S(=O)(=O)N[C@@H](CN=C(c1ccc2CN(CCC3CCNCC3)C(=O)c2c1)O)C(=O)O
CHEMBL314755,Cc1cc(C)nc(n1)O[C@H](C(=O)O)[C@]1(c2ccccc2)c2ccccc2N(Cc2ccc(cc2)F)C(=O)CN1
CHEMBL314805,CC(C)(C)c1cc(NC(=Nc2ccccc2)O)n(c2ccc(cc2)N)n1
CHEMBL314831,c1ccc(cc1)CN1CCC(CC1)N(c1ccc(cc1)Br)C(=O)C1CCC1
CHEMBL314880,Cc1ccc(c(c1)n1cccc1)N1CCN(CCCNc2c(cccn2)C(=O)N(C)C)CC1
CHEMBL314999,CCCCN(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c1c(cc(cn1)I)C(=O)O
CHEMBL315021,CCCCc1nc(CCCC)n(Cc2ccc(c3ccccc3c3n[nH]nn3)nc2)n1
CHEMBL315023,CCC(C)(C)c1cc(NC(=Nc2ccccc2)O)n(c2ccccc2)n1
CHEMBL315033,CC(C)(C)OC(=N[C@@]1(CC[C@]2(CCCN2C1=O)C(=O)OC)Cc1ccc2ccccc2c1)O
CHEMBL315059,CC(C)(C)c1cc(NC(=Nc2ccccc2)O)n(c2ccc3ccccc3c2)n1
CHEMBL315065,CCCCS(=O)(=O)N[C@@H](CN=C(c1ccc2CN(CCC3CCNCC3)C(=O)c2c1)O)C(=O)O
CHEMBL315076,c1cc(ccc1CCC1CNc2c(c(nc(=N)[nH]2)O)S1)C(=O)NC(CCC(=O)O)C(=O)O
CHEMBL31508,CCOC(=O)C(C(=O)OCC)NCC(COc1ccccc1C)O
CHEMBL315100,Cc1ccc(cc1)n1c(cc(C(C)(C)C)n1)NC(=Nc1ccccc1)O
CHEMBL315148,CCCN(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c1c(cnc(C(F)(F)F)n1)C(=O)O
CHEMBL315149,CCCCN(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c1c(cc(Cl)nn1)C(=O)O
CHEMBL315191,CC[C@@H]1[C@@H](Cc2cncn2C)CSC1=O
CHEMBL315223,Cn1ccc2c3CCN(c3ccc12)C(=Nc1cccnc1)O
CHEMBL31529,CCOC(=O)CC(C)(C)NCC(COc1ccccc1C)O
CHEMBL315348,CCN(CC)c1ccc2c(C)cc(=O)oc2c1
CHEMBL315496,CN(C)C(=O)c1c[nH]c2c(cccc2C(=N)O)c1=NCCCN1CCN(CC1)c1ccc(cc1OC)F
CHEMBL31557,CC(Cc1cc(c(cc1Br)OC)OC)N
CHEMBL315627,Cc1cc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)sc1CCCSc1c(N)[nH]c(=N)nc1O
CHEMBL31568,CCOC(=O)CCNCC(COc1cccc(C)c1)O
CHEMBL315728,CCCN(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c1c(ccnn1)C(=O)O
CHEMBL315755,COCCc1ncc(c(=NCc2ccc(cc2)c2ccccc2c2n[nH]nn2)[nH]1)C(=O)O
CHEMBL315785,Cc1nc2c(c(cnc2n1C)C(=O)N(C)C)NCCCN1CCN(CC1)c1ccc(cc1OC)F
CHEMBL315809,CC(=O)O[C@@H]1[C@@H](Cc2cc(ccc2N(CCN(C)C)C1=O)Cl)c1ccc(cc1)OC
CHEMBL315827,CN1CCOC(C1)c1cc(ccc1OC)OC
CHEMBL31583,COC(=O)CCc1ccc(cc1)OCC(CNCCCc1ccccc1)O
CHEMBL31591,CCOC(=O)c1ccc(cc1)CNCC(COc1ccccc1C)O
CHEMBL315964,C1CCN(C1)c1ccc(cc1)/C=C\1/C(=NOC1=O)c1ccc(cc1)O
CHEMBL31598,Cc1ccccc1OCC(CNCC(=O)OC)O
CHEMBL316034,c1cnc(cc1C(=O)O)C(=O)O
CHEMBL316062,CCCc1ncc(c(n1)N(CCC)Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)C(=O)O
CHEMBL31608,CCOC(=O)c1ccc(cc1)OCC(CNC(C)C)O
CHEMBL31611,CCOC(=O)CNCC(COc1cccc2ccccc12)O
CHEMBL316154,COc1ccccc1NC(=NCCCOc1cccc(c1)CN1CCCCC1)O
CHEMBL316282,CC[C@H]1[C@@H](Cc2cncn2C)COC1O
CHEMBL316301,Cc1cc(C)nc(n1)O[C@H](C(=O)O)[C@]1(c2ccccc2)c2ccccc2N(Cc2ccc(cc2)C(=O)OC)C(=O)CN1
CHEMBL316309,CC[C@@H]1[C@@H](Cc2cncn2C)CSC1O
CHEMBL31638,COc1ccc(CCNCC(COc2ccc(cc2)CCC(=O)OC)O)cc1OC
CHEMBL316453,Cc1cc(C)nc(n1)O[C@H](C(=O)O)[C@]1(c2cccc(c2)c2ccccc2)c2ccccc2N(Cc2ccc(cc2)OC)C(=O)CN1
CHEMBL31677,CCOC(=O)CCNCC(COc1ccc(cc1)CCC(=O)OC)O
CHEMBL316824,c1cc(c2nc3c(=O)[nH]c4ccc(cc4n3n2)Cl)oc1
CHEMBL316878,Cc1cc(C)nc(n1)O[C@H](C(=O)O)[C@]1(c2ccccc2)c2ccccc2N(Cc2ccc(cc2)OC)C(=O)CN1
